RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Gastronomía;Bares y Cafés;Balcarce;2478;BALCARCE - NECOCHEA;46804;Calle 64;3172;NECOCHEA;-38,55434;-58,74716;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Almagro;7194;Callao;21;ALMAGRO;-34,6;-58,41667;CABA OESTE;CABA
Gastronomía;Bares y Cafés;Balcarce;2478;San Bernardo;7187;Chiozza;2857;SAN BERNARDO;-36,68632;-56,67831;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Palermo;7222;Malabia;445;PALERMO;-34,59863;-58,44139;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Balcarce;2478;San Nicolás;6939;Lavalle;669;SAN NICOLAS;-34,60227;-58,37627;CABA SUR;CABA
Gastronomía;Bares y Cafés;Balcarce;2478;Mar del Plata;6925;Colón;2195;MAR DEL PLATA;-38,00552;-57,54601;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Balcarce - Mar del Plata;47315;Sarmiento;2685 Paseo Aldrey;MAR DEL PLATA;-38,01238;-57,54548;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Mar del Plata;6923;Rivadavia;4264;MAR DEL PLATA;-37,99173;-57,56427;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;San Nicolás;6943;Av. Corrientes;802;SAN NICOLAS;-34,60351;-58,37809;CABA SUR;CABA
Gastronomía;Bares y Cafés;Balcarce;2478;Mar del Plata;7522;Corrientes;1810;MAR DEL PLATA;-38,00185;-57,54453;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;San Clemente del Tuyú;7188;Calle 1;2364;SAN CLEMENTE DEL TUYU;-36,35789;-56,71857;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Balcarce - Paseo Aldrey;47325;Alberti;1610;MAR DEL PLATA;-38,0116;-57,54505;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;Balcarce;2478;Mar del Plata;7159;Corrientes;1810;MAR DEL PLATA;-38,00185;-57,54453;INTERIOR;INTERIOR
Viajes y Turismo;Paradores;Balneario Hurlingham;1024;Mar del Plata;3284;Balneario 22 Punta Mogotes;;MAR DEL PLATA;-37,97986;-57,58979;INTERIOR;INTERIOR
Viajes y Turismo;Paradores;Balneario Mama Concert's;6401;Pinamar;15642;Av. Del Olimpo y el mar;;PINAMAR;-37,10268;-56,86536;INTERIOR;INTERIOR
Viajes y Turismo;Paradores;Balneario Marypesca;5539;Mar del Plata;13399;Av. Martinez de Hoz;4300;MAR DEL PLATA;-38,08128;-57,53875;INTERIOR;INTERIOR
Viajes y Turismo;Paradores;Balneario Portal del Sol;5540;Mar del Plata;13400;Balneario 1 Complejo Punta Mogotes;;MAR DEL PLATA;-38,06676;-57,54482;INTERIOR;INTERIOR
Gastronomía;Delivery;Bamboo Sushi & Wok;1714;Nordelta;4821;Agustín García;6402;NORDELTA;-34,39928;-58,65281;TIGRE / SAN FERNANDO;GBA Norte
Gastronomía;Delivery;Bamboo Sushi & Wok;1714;Palermo;46585;Angel Carranza;1984;PALERMO;-34,58041;-58,43811;CABA NORTE;CABA
Gastronomía;Restaurantes;Bar BQ;1293;Palermo;3925;El Salvador;5800;PALERMO;-34,58171;-58,43738;CABA NORTE;CABA
Gastronomía;Bares y Cafés;BAR DEL MUNDO;116202;BAR DEL MUNDO;126203;AV C PELLEGRINI;1109;ROSARIO;-32,95721;-60,64102;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Bardot Nueva Cocina Peruana;281;Palermo Soho;1195;Honduras;5237;PALERMO;-34,58722;-58,43238;CABA NORTE;CABA
Moda;Indumentaria;Basilotta;5213;Palermo;12560;Gurruchaga;1532;ALMAGRO;-34,58979;-58,42994;CABA OESTE;CABA
Moda;Indumentaria;Basilotta;5213;BASILOTTA - Santa Fe;20697;Av. Santa Fe;1627;RETIRO;-34,5958;-58,39052;CABA SUR;CABA
Gastronomía;Restaurantes;Bat Yuseff;2338;La Plata;6604;calle 4 y 64;;LA PLATA;-34,89888;-57,96442;INTERIOR;INTERIOR
Moda;Accesorios;Battilana;4033;Barracas;10188;Montes de Oca;882;BARRACAS;-34,6545;-58,3601;CABA SUR;CABA
Moda;Accesorios;Battilana;4033;Nuñez;10189;Av. Cabildo;3198;NUÑEZ;-34,55278;-58,46513;CABA NORTE;CABA
Moda;Accesorios;Battilana;4033;Recoleta;10186;Av. Pueyrredón;1095;RECOLETA;-34,59759;-58,40341;CABA SUR;CABA
Gastronomía;Restaurantes;Battuta Veloce;37437;Battuta Veloce - Villa Crespo;48160;Loyola;788;VILLA CRESPO;-34,59101;-58,44931;CABA OESTE;CABA
Viajes y Turismo;Paradores;Bay Beach;5576;Villa Gesell;13521;Av. 3;510;VILLA GESELL;-37,25709;-56,96926;INTERIOR;INTERIOR
Hogar;Equipamiento;Baño Mania;5863;Martinez;14204;Av. Santa Fe;2611;MARTINEZ;-34,49503;-58,49804;SAN ISIDRO;GBA Norte
Hogar;Equipamiento;Baño Mania;5863;Casa Central;14201;J. B. Alberdi;3925;FLORES;-34,63795;-58,48069;CABA OESTE;CABA
Hogar;Equipamiento;Baño Mania;5863;Castelar;14207;Juan Domingo Perón;6095;CASTELAR;-34,59446;-58,58419;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Equipamiento;Baño Mania;5863;Banfield;14208;Av. Hipólito Yrigoyen;7876;BANFIELD;-34,74655;-58,39966;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Equipamiento;Baño Mania;5863;Canning;14206;Av. Mariano Castex;1166;CANNING;-34,87123;-58,50254;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Equipamiento;Baño Mania;5863;Floresta;14202;J. B. Alberdi;3936;FLORESTA;-34,63803;-58,48077;CABA OESTE;CABA
Hogar;Equipamiento;Baño Mania;5863;Nuñez;14203;Av. Libertador;7376;NUÑEZ;-34,54559;-58,45874;CABA NORTE;CABA
Gastronomía;Compras Gastronómicas;Be Light;5299;Córdoba;12765;0351 - 155087889;;CORDOBA;-31,44859;-64,16975;INTERIOR;INTERIOR
Cuidado Personal;Centros de Estética;Beauty Infinit;4438;Ramos Mejía;11005;Bolivar;436;RAMOS MEJIA;-34,64462;-58,56334;MATANZA;GBA Oeste
Cuidado Personal;Centros de Estética;Beauty Infinit;4438;Vicente Lopez;11006;Ramon Melgar;754;VICENTE LOPEZ;-34,52328;-58,47412;VICENTE LOPEZ;GBA Norte
Espectáculos;Recitales;Bebop Club;6412;Bebop;15717;Moreno;364;MONSERRAT;-34,61131;-58,37147;CABA SUR;CABA
Gastronomía;Restaurantes;Beerazategui;13517;Beerazategui - sucursal;23529;Av. Mitre;498;BERAZATEGUI;-34,75237;-58,21576;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Moda;Indumentaria;Belle Epoque Boutique;4746;Baunes;11548;Bauness;2194;VILLA URQUIZA;-34,57662;-58,48588;CABA NORTE;CABA
Moda;Indumentaria;Belle Epoque Boutique;4746;Galería Bond Street;11549;Av. Santa Fé;1670;RECOLETA;-34,59584;-58,39133;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Villa G. Mitre;7582;Av. Juan B. Justo;5005;VILLA GENERAL MITRE;-34,61198;-58,46902;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Belgrano;7564;Echeverría;2447;BELGRANO;-34,56324;-58,45636;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;DOT Baires Shopping;7591;Melián;4620;SAAVEDRA;-34,54713;-58,48589;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Mendoza Plaza Shopping;7611;Acceso Este Lateral Norte;3280;VILLA NUEVA DE GUAYMALLEN;-32,90169;-68,79932;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Retiro;7576;Arenales;1445;RETIRO;-34,59464;-58,38788;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Rosario;7607;Mendoza;1001;ROSARIO;-32,95169;-60,63804;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Paseo Alcorta;7595;Av. Figueroa Alcorta y Salguero;;PALERMO;-34,58889;-58,43056;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Morón;7574;25 de Mayo;225;MORON;-34,65081;-58,61979;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Colchones;Belmo;2808;Plaza Oeste Shopping;8915;Av. Juan Manuel de Rosas;658;MORON;-34,63491;-58,62851;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Colchones;Belmo;2808;Simmons Balvanera;7570;Av. Belgrano;2874;BALVANERA;-34,61477;-58,40584;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Córdoba;7575;9 de Julio;332;CORDOBA;-31,41347;-64,1883;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Palmares Open Mall;7612;Panamericana;2650;GODOY CRUZ;-32,89241;-68,80021;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Rosario;7602;Balcarce;498;ROSARIO;-32,94044;-60,65118;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Alto Palermo;7562;Av. Santa Fe;3253;PALERMO;-34,58847;-58,41092;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Simmons San Isidro;7572;Av. Centenario;526;SAN ISIDRO;-34,4704;-58,51637;SAN ISIDRO;GBA Norte
Hogar;Colchones;Belmo;2808;Simmons Santa Fe;7609;San Martín;2960;SANTA FE;-31,64158;-60,70526;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Paternal;7584;Av. San Martín;2182;PATERNAL;-34,60457;-58,45832;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Villa del Parque;7586;Cuenca;2762;VILLA DEL PARQUE;-34,60418;-58,49315;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Plaza Liniers Shopping;13625;Coronel Ramón L. Falcón;7145;LINIERS;-34,64029;-58,52694;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Mar del Plata;7614;Santiago del Estero;1860;MAR DEL PLATA;-38,00123;-57,54682;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Stores Belgrano;7578;Av. Cabildo;1158;BELGRANO;-34,56858;-58,44767;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Stores Villa Crespo;7580;Av. Corrientes;5178;VILLA CRESPO;-34,59999;-58,43852;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Alto Rosario Shopping;7606;Junín;251;ROSARIO;-32,9264;-60,66674;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Village Recoleta;7589;Uriburu;1789;RECOLETA;-34,58867;-58,39425;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Centenario Shopping;7619;Av. Del Centenario;3535;CORRIENTES;-27,48136;-58,767;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Quilmes Factory;7571;Av. Calchaquí;3950;QUILMES;-34,7597;-58,27878;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Hogar;Colchones;Belmo;2808;Simmons Olivos;7563;Av. Maipú;2430;OLIVOS;-34,51304;-58,48942;VICENTE LOPEZ;GBA Norte
Hogar;Colchones;Belmo;2808;Simmons Plaza Oeste Shopping;7598;Brig. Gral. Juan Manuel de Rosas;658;CASTELAR;-34,63491;-58,62851;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Colchones;Belmo;2808;Simmons DOT Baires Shopping;7596;Melián;4620;SAAVEDRA;-34,54713;-58,48589;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Belmo-Parque Brown;40141;Av. Fernandez de la Cruz;4602;VILLA LUGANO;-34,67477;-58,46077;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Tortugas Open Mall;7597;Panamericana ramal Pilar Km 36,5;;TORTUGUITAS;-34,49596;-58,78827;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Hogar;Colchones;Belmo;2808;Simmons Shopping Los Gallegos;7567;Rivadavia;3050;MAR DEL PLATA;-37,99798;-57,55203;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Rosario;7608;Pellegrini;1335;ROSARIO;-32,95666;-60,64412;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Norcenter Lifestyle Mall;7566;Panamericana bajada Paraná/Debenedetti;;MUNRO;-34,5128;-58,52182;VICENTE LOPEZ;GBA Norte
Hogar;Colchones;Belmo;2808;Norcenter;7590;Esteban Echeverría;3750;VICENTE LOPEZ;-34,52812;-58,47382;VICENTE LOPEZ;GBA Norte
Hogar;Colchones;Belmo;2808;Simmons Almagro;7579;Av. Corrientes;4019;ALMAGRO;-34,60312;-58,42127;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons El Portal de los Andes;7610;General Balcarce;897;GODOY CRUZ;-32,91527;-68,84013;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons San Justo Shopping;7600;Av, Juan Manuel de Rosas;3910;SAN JUSTO;-34,68463;-58,55753;MATANZA;GBA Oeste
Hogar;Colchones;Belmo;2808;Simmons Annuar Shopping;7621;Belgrano;563;SAN SALVADOR DE JUJUY;-24,18523;-65,30101;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Portal Tucumán;7618;Universo y Cariola;;YERBA BUENA;-26,81819;-65,28147;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Núñez;7581;Av. del Libertador;7502;NUÑEZ;-34,5447;-58,45982;CABA NORTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Buenos Aires Design;7594;Av. Pueyrredón;2501;RECOLETA;-34,58556;-58,39326;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Villa Crespo;7569;Av. Raúl Scalabrini Ortíz;210;VILLA CRESPO;-34,60052;-58,43987;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Portal Rosario Shopping;7605;Nansen;255;ROSARIO;-32,90915;-60,68256;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Boulevard Shopping;7561;Av. Hipólito Yrigoyen;13.200;ADROGUE;-34,80624;-58,40381;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Colchones;Belmo;2808;Simmons Recoleta;7585;Av. Santa Fe;2859;RECOLETA;-34,59204;-58,4067;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Unicenter Shopping;7599;Paraná;3745;MARTINEZ;-34,50877;-58,52176;SAN ISIDRO;GBA Norte
Hogar;Colchones;Belmo;2808;Simmons Portal de la Patagonia;7615;Juan Julián Lastra;2400;NEUQUEN;-38,95958;-68,09261;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Abasto Shopping;7559;Av. Corrientes;3247;BALVANERA;-34,60404;-58,41099;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Flores;7583;Av. Rivadavia;6812;FLORES;-34,62851;-58,46135;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Rosario;7604;Entre Ríos;836;ROSARIO;-32,94637;-60,64112;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Alto NOA;7617;Av.Toledo;702;SALTA;-24,78151;-65,40336;INTERIOR;INTERIOR
Hogar;Colchones;Belmo;2808;Simmons Galerías Pacífico;7593;San Martín;768;RETIRO;-34,59901;-58,37419;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Monserrat;7577;Av. Belgrano;1899;MONSERRAT;-34,61392;-58,39322;CABA SUR;CABA
Hogar;Colchones;Belmo;2808;Simmons Factory Parque Brown;7573;Av. Fernández de la Cruz;4602;VILLA LUGANO;-34,67477;-58,46077;CABA OESTE;CABA
Hogar;Colchones;Belmo;2808;Simmons Alto Avellaneda Shopping;7560;Av. Gral. Guemes;897;AVELLANEDA;-34,67801;-58,36721;LANUS / AVELLANEDA;GBA Sur
Hogar;Colchones;Belmo;2808;Simmons Lomas de Zamora;7587;Hipólito Yrigoyen;8875;LOMAS DE ZAMORA;-34,75832;-58,40205;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Colchones;Belmo;2808;Simmons Portal Trelew;7620;Portal Trelew;;TRELEW;-43,24913;-65,3074;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SALSIPUEDES;55399;AV SARMIENTO;1037;SALSIPUEDES;-31,141;-64,2904;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;El dorado;55486;Av. San Martin E km 11;3377;PUERTO IGUAZU;-26,4047;-54,62281;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN LUIS;55423;AV DEL FUNDADOR;1450;SAN LUIS;-33,3044;-66,3358;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BV. SAN JUAN€DELIVERY;55378;BV SAN JUAN;460;CORDOBA;-31,41931;-64,19228;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BELGRANO;55409;AV S ELCANO;3055;BELGRANO;-34,57147;-58,45853;CABA NORTE;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;PORTAL DE ROSARIO;56346;Nansen;323;ROSARIO;-32,90957;-60,68615;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;MENDOZA PLAZA SHOPPING;56347;Franklin Villanueva;;VILLA NUEVA DE GUAYMALLEN;-32,91497;-68,79396;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;RECTA MARTINOLLI€;55467;Recta Martinolli;835;CORDOBA;-31,34703;-64,28094;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN MARTÍN€;55425;AV GRAL SAN MARTIN;1384;MENDOZA;-32,88822;-68,8386;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;NVA. CBA. ESTRADA;55385;JOSE M ESTRADA;17;CORDOBA;-31,42754;-64,18851;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;VILLA BALLESTER;55411;CORDOBA;4401;VILLA BALLESTER;-34,55143;-58,55159;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Gastronomía;Comidas Rápidas;Beto‚s;44771;DINOSAURIO MALL€;55383;RODRIGUEZ DEL BUSTO;4086;CORDOBA;-31,36621;-64,22071;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;NUEVOCENTRO SHOPPING;55465;Av. Duarte Quirós;1400;CORDOBA;-31,41306;-64,20654;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BV. SAN JUAN€PARRILLA;55380;BV SAN JUAN;450;CORDOBA;-31,41933;-64,19219;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PARANÁ€;55421;AV LAURENCENA;375;PARANA;-31,72048;-60,52021;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PORTAL DE LOS ANDES;55424;GDOR GRAL BALCARCE;897;GODOY CRUZ;-32,91633;-68,84016;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PLAZA LINIERS;55408;CNEL R L FALCON;7145;LINIERS;-34,64024;-58,52692;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;SALTA;55415;AV D F SARMIENTO;1350;SALTA;-24,77274;-65,41504;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;CORDOBA SHOPPING€;55382;J DE GOYECHEA;2851;CORDOBA;-31,37977;-64,21402;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BELGRANO;55426;GRAL MANUEL BELGRANO;58;NEUQUEN;-38,95074;-68,06013;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN JUAN;55422;AV JOSE I DE LA ROZA OESTE;806;SAN JUAN;-31,53829;-68,53834;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;UNICENTER;56337;Paraná;3745;MARTINEZ;-34,50862;-58,5254;SAN ISIDRO;GBA Norte
Gastronomía;Comidas Rápidas;Beto‚s;44771;Bº URCA€;55377;SAGRADA FAMILIA;1047;CORDOBA;-31,38928;-64,23158;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PARQUE AVELLANEDA SHOPPING;55468;Autopista Bs As/La Plata Km 9;;AVELLANEDA;-34,68265;-58,33379;LANUS / AVELLANEDA;GBA Sur
Gastronomía;Comidas Rápidas;Beto‚s;44771;IGUAZÚ;56344;Bonpland;202;PUERTO IGUAZU;-25,5972;-54,57536;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;HIPER LIBERTAD€;55403;MANUEL CARDEÑOSA;5000;CORDOBA;-31,35187;-64,23822;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;QUILMES FACTORY;56338;Av Calchaquí;3900;BERNAL OESTE;-34,75923;-58,28143;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Gastronomía;Comidas Rápidas;Beto‚s;44771;JESÚS MARÍA;55389;TUCUMAN;140;JESUS MARIA;-30,97536;-64,09441;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;CARLOS PAZ;55388;AV LIBERTAD;254;VILLA CARLOS PAZ;-31,42084;-64,49192;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;CORDILLERA€;55381;AV LA CORDILLERA;4691;CORDOBA;-31,35983;-64,23512;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;ALTO ROSARIO€;55419;JUNIN;385;ROSARIO;-32,92633;-60,66865;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;GRAL. ROCA;55470;General Rodhe;856;GENERAL ROCA;-38,98427;-67,92887;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;CIPOLLETTI;55431;PRES GRAL J A ROCA;234;CIPOLLETTI;-38,93866;-67,99846;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;Cerro las rosas;55462;Av. Rafael Nuñez;4691;CORDOBA;-31,36315;-64,23914;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN FRANCISCO;55394;AV 9 DE JULIO;2302;SAN FRANCISCO;-31,43;-62,0867;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SHOPING NINE;55406;AV VICTORICA;1128;MORENO;-34,6355;-58,79206;MORENO / GRAL RODRIGUEZ / LUJAN;GBA Oeste
Gastronomía;Comidas Rápidas;Beto‚s;44771;LA ANÓNIMA€;55427;ANTARTIDA ARGENTINA;1111;NEUQUEN;-38,94733;-68,07455;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;RUTA 20;55387;P GOYENA;1695;CORDOBA;-31,43044;-64,22026;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;Trelew;55471;Av. Hipólito Yrigoyen y Ruta Provincial Nº7;;TRELEW;-43,26826;-65,28686;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;DEVOTO SHOPPING;56333;J P Varella;4866;VILLA DEVOTO;-34,61131;-58,52015;CABA OESTE;CABA
Gastronomía;Comidas Rápidas;Beto‚s;44771;BV. SAN JUAN€LOMITERIA;55379;BV SAN JUAN;454;CORDOBA;-31,41932;-64,19223;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;MONS. PABLO CABRERA;55464;Monseñor Pablo Cabrera;4250;CORDOBA;-31,36656;-64,20689;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;AV. SABATTINI;55375;AV DR A SABATTINI;1661;CORDOBA;-31,4321;-64,16356;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;JUJUY€;55414;GRAL MANUEL BELGRANO;563;SAN SALVADOR DE JUJUY;-24,1852;-65,30228;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SUPER VEA€;55393;GRANADEROS;20;RIO CUARTO;-33,11721;-64,34644;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;AL OESTE SHOPPING HAEDO;56336;Dr. Luis Guemes;369;HAEDO;-34,63963;-58,58345;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Gastronomía;Comidas Rápidas;Beto‚s;44771;ALTO COMAHUE;56350;Dr. Ramón;439;NEUQUEN;-38,9412;-68,06718;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BV. ESPAÑA;55395;AV ESPAÑA;309;VILLA MARIA;-32,40527;-63,24186;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;WAL-MART€;55391;DR JUAN BAUTISTA JUSTO;227;RIO CUARTO;-33,137;-64,35589;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;DINOSAURIO MALL RUTA 20;55384;FUERZA AEREA ARG;1700;CORDOBA;-31,43036;-64,21301;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SHOPPING LAS TOSCAS CANNING;54882;FORMOSA;365;EZEIZA;-34,85769;-58,51039;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Gastronomía;Comidas Rápidas;Beto‚s;44771;COSQUÍN;55397;AV GRAL SAN MARTIN;598;COSQUIN;-31,23677;-64,46402;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;SAN MARTÌN DELIVERY;55390;GRAL SAN MARTIN;800;RIO CUARTO;-33,12156;-64,35619;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;ALTA CÓRDOBA;55374;M FRAGUEIRO;1889;CORDOBA;-31,39375;-64,18484;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;BAHIA BLANCA;55412;SARMIENTO;2157;BAHIA BLANCA;-38,6987;-62,24423;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;Bº GRAL. PAZ;55376;CNEL J PRINGLES;38;CORDOBA;-31,41576;-64,16663;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PELLEGRINI€;55420;AV C PELLEGRINI;1523;ROSARIO;-32,95617;-60,64674;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;IGUAZÙ€;55483;DR A BONPLAND;202;PUERTO IGUAZU;-25,59773;-54,57358;INTERIOR;INTERIOR
Gastronomía;Comidas Rápidas;Beto‚s;44771;PINAMAR;55413;AV ARQ J BUNGE;425;PINAMAR;-37,11527;-56,85854;INTERIOR;INTERIOR
