RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Mascotas;Mascotas;+Cota's;272;San Martín;1123;Av. 25 de Mayo;1926/28;GENERAL SAN MARTIN;-34,58479;-58,51725;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Gastronomía;Restaurantes;011 Vegan;12662;011 Vegan;23547;Arevalo;3018;BELGRANO;34,57103;58,43029;CABA NORTE;CABA
Gastronomía;Restaurantes;1161 RESTO;116018;1161 RESTO;126025;BAT DE SUIPACHA;2157;SANTA FE;-31,6473;-60,7091;INTERIOR;INTERIOR
Tienda Online;Servicios;123seguro;37220;123seguro - Palermo;52989;Dr. Emilio Ravignani;1470;PALERMO;-34,58368;-58,44387;CABA NORTE;CABA
Gastronomía;Restaurantes;1827 de Santiago;5030;Mar del Plata;12189;Santiago del Estero;1827;MAR DEL PLATA;-38,00097;-57,54665;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;2122 Hotel Art Design - Punta del Este;4266;Punta del Este;10758;Av. Pedragrosa Sierra y San Ciro;;PUNTA DEL ESTE;-34,94095;-54,92798;URUGUAY;MERCOSUR
Electro & Tecnología;Electro & Tecnología;@SELFIE;116251;@SELFIE;126260;PTE H YRIGOYEN;337;NEUQUEN;-38,95131;-68,06065;INTERIOR;INTERIOR
Gastronomía;Restaurantes;A La Casona del Nonno;1753;San Nicolás;4935;Lavalle;827;SAN NICOLAS;-34,60238;-58,37849;CABA SUR;CABA
Gastronomía;Panaderías;A mi manera Repostería Artesanal;5613;Villa Gesell;13593;Buenos aires;443;VILLA GESELL;-37,2505;-56,96681;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;A PLENO SOL;7902;A PLENO SOL;18521;Jauretche;1375;HURLINGHAM;-34,59117;-58,63431;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Hogar;Equipamiento;Abelson;1163;Floresta;3832;Av J. B. Alberdi;3554;FLORESTA;-34,63591;-58,47592;CABA OESTE;CABA
Hogar;Equipamiento;Abelson;1163;Pilar;3834;Ruta 25;Km 7200;PILAR;-34,52658;-58,87357;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Equipamiento;Abelson;1163;Flores;3932;Av. Gaona;3145;FLORES;-34,61811;-58,46968;CABA OESTE;CABA
Hogar;Equipamiento;Abelson;1163;Escobar;3587;Rivadavia;646;BELEN DE ESCOBAR;-34,34908;-58,79733;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Hogar;Equipamiento;Abelson;1163;Flores;3830;Av. Gaona;3334;FLORES;-34,61942;-58,47205;CABA OESTE;CABA
Hogar;Equipamiento;Abelson;1163;Recoleta;9883;French;2911 y 2913;RECOLETA;-34,58792;-58,40422;CABA SUR;CABA
Hogar;Equipamiento;Abelson;1163;Olivos;3833;Av. Maipú;3343;OLIVOS;-34,5051;-58,49381;VICENTE LOPEZ;GBA Norte
Electro & Tecnología;Electro & Tecnología;Abon Garden;113674;SUCURSAL SANTA FE;123894;PADRE Y DOCTOR SAN JERONIMO;2658;SANTA FE;-31,64467;-60,70757;INTERIOR;INTERIOR
Electro & Tecnología;Electro & Tecnología;Abon Garden;113674;SUCURSAL PARANA;123895;GUALEGUAYCHU ESQUINA NUEVE DE JULIO;;PARANA;-31,7366;-60,53158;INTERIOR;INTERIOR
Cuidado Personal;Peluquerías;AC Studio;6202;Recoleta;15007;Charcas;3327;RECOLETA;-34,59133;-58,41276;CABA SUR;CABA
Compras;Regalos;Acabajo;30;Plaza Oeste Shopping;12734;Juan Manuel de Rosas;658;MORON;-34,70108;-58,64789;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Compras;Regalos;Acabajo;30;Palermo;15939;Jorge Luis Borges;1795;PALERMO;-34,58746;-58,42819;CABA NORTE;CABA
Compras;Regalos;Acabajo;30;ACABAJO - CATAMARCA;46920;Ayacucho;673;SAN FDO DEL VALLE DE CATAMARCA;-24,79704;-65,43162;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Acabajo - Avellaneda;46450;Las Flores;332;WILDE;-34,70105;-58,31622;LANUS / AVELLANEDA;GBA Sur
Compras;Regalos;Acabajo;30;Paraná;15940;9 de Julio;177;PARANA;-31,73523;-60,52875;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Acabajo- villa del parque;23857;Nazarre Del Parque Shopping;3175;VILLA DEL PARQUE;-34,6019;-58,4943;CABA OESTE;CABA
Compras;Regalos;Acabajo;30;Acabajo- Obera;46574;San Martin;660;OBERA;-27,48651;-55,11995;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Acabajo - Misiones;121943;San Martín;660;OBERA;-27,4865;-55,11995;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Acabajo - La Plata Galeria Geminix;22666;48;542;LA PLATA;-34,91428;-57,95186;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Canning Shopping Las Toscas;10616;Formosa;653;CANNING;-34,85993;-58,53828;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Compras;Regalos;Acabajo;30;Acabajo - Del Parque Shopping;22664;Nazarre;3175;VILLA DEL PARQUE;-34,60199;-58,49422;CABA OESTE;CABA
Compras;Regalos;Acabajo;30;Acabajo - San Miguel;22665;Avenida Pres. Arturo U. Illia;3770;SAN MIGUEL;-34,53236;-58,70203;SAN MIGUEL - JOSE C PAZ - MALVINAS;GBA Oeste
Compras;Regalos;Acabajo;30;Puerto Madryn;13631;Av. Roca;1818;PUERTO MADRYN;-42,78091;-65,02396;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Córdoba Capital;13628;Av. Independencia;525;CORDOBA;-34,134;-63,39153;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Galería Paseo La Catedral;16389;Palacios;156;SAN CARLOS DE BARILOCHE;0;0;INTERIOR;INTERIOR
Compras;Regalos;Acabajo;30;Devoto Shopping;9102;Quevedo;3365;VILLA DEVOTO;-34,61179;-58,51816;CABA OESTE;CABA
Compras;Regalos;Acabajo;30;Acabajo - San Juan Shopping Center;22663;Av. Jose Ignacio de la Roza;806;SAN JUAN;-31,53819;-68,53796;INTERIOR;INTERIOR
Espectáculos;Teatros;Acaloradas;117880;Teatro regina;128183;AVENIDA SANTA FE;1235;SAN NICOLAS;-34,5955;-58,38698;CABA SUR;CABA
Moda;Indumentaria;Acquarella;6085;Necochea;14674;Calle 64;2946;NECOCHEA;-38,55256;-58,74312;INTERIOR;INTERIOR
Cuidado Personal;Gimnasios;ADN Crossfit;7862;ADN Crossfit;17863;Mario Bravo;1314;PALERMO;-34,5972;-58,41469;CABA NORTE;CABA
Cuidado Personal;Gimnasios;ADN Crossfit;7862;ADN Crossfit;17864;Migueletes;1173;BELGRANO;-34,56668;-58,43699;CABA NORTE;CABA
Moda;Calzados;ADRIANA CALZADOS;116458;ADRIANA CALZADOS;126506;AV SAN MARTIN;46;PLOTTIER;-38,953;-68,2475;INTERIOR;INTERIOR
Gastronomía;Compras Gastronómicas;AFILADOS JAM;116271;Santa Fe;126298;Santiago del Estero;3166;SANTA FE;-31,63624;-60,71136;INTERIOR;INTERIOR
Moda;Indumentaria;Agarrate Catalina;2841;Shopping Soleil;12208;Av. Bernardo de Irigoyen;2647;BOULOGNE;-34,49119;-58,58847;SAN ISIDRO;GBA Norte
Moda;Indumentaria;Agarrate Catalina;2841;La Plata;13470;Calle 49;693;LA PLATA;-34,91608;-57,9524;INTERIOR;INTERIOR
Moda;Indumentaria;Agarrate Catalina;2841;Adrogué;7682;Av.Pueyrredon;3669;ADROGUE;-34,80124;-58,3889;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Moda;Indumentaria;Agarrate Catalina;2841;Belgrano;13462;Av. Cabildo;1751;BELGRANO;-34,56525;-58,45373;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Agarrate Catalina - Rosario: Shopping Palace garden;13467;Corrientes;1358;ROSARIO;-32,94578;-60,64182;INTERIOR;INTERIOR
Moda;Indumentaria;Agarrate Catalina;2841;Rosario;13468;Rioja;1671;ROSARIO;-32,94617;-60,64647;INTERIOR;INTERIOR
Moda;Indumentaria;Agarrate Catalina;2841;Devoto Shopping;13345;José Pedro Varela;4866;VILLA DEVOTO;-34,61125;-58,51801;CABA OESTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Novo Pacheco Shopping;9532;Boulogne Sur Mer;1275;GENERAL PACHECO;-34,47381;-58,6259;TIGRE / SAN FERNANDO;GBA Norte
Moda;Indumentaria;Agarrate Catalina;2841;Palermo;13466;Av. Santa Fe;3134;PALERMO;-34,58978;-58,40924;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Rosario;13471;Córdoba;1369;ROSARIO;-32,94578;-60,64182;INTERIOR;INTERIOR
Moda;Indumentaria;Agarrate Catalina;2841;Palermo;13461;Armenia;1804;PALERMO;-34,58867;-58,42621;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Palermo;13460;Aguirre;606;PALERMO;-34,59681;-58,43644;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Recoleta;13464;Rodriguez Peña;1077;RECOLETA;-34,59616;-58,39191;CABA SUR;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Palermo;13463;Av. Córdoba;4487;PALERMO;-34,59493;-58,42902;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;*Palermo;13465;Av. Santa Fe;1627;PALERMO;-34,59579;-58,39048;CABA NORTE;CABA
Moda;Indumentaria;Agarrate Catalina;2841;Paseo Pilar;12819;Panamericana Km 44, Ramal Pilar;;PILAR;-34,45591;-58,90833;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Moda;Indumentaria;Agarrate Catalina;2841;Lomas de Zamora;13469;España;142;LOMAS DE ZAMORA;-34,76246;-58,39989;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Hogar;Decoración;Agioletto;4634;Nuñez;11344;Av. del Libertador;7900;NUÑEZ;-34,54211;-58,46259;CABA NORTE;CABA
Hogar;Decoración;Agnes;6187;Palermo;14984;Uriarte;1971;PALERMO;-34,58483;-58,42812;CABA NORTE;CABA
Gastronomía;Bares y Cafés;AGORA;116012;AGORA;126027;SANTIAGO DEL ESTERO;3104;SANTA FE;-31,63639;-60,71068;INTERIOR;INTERIOR
Moda;Indumentaria;Aguamora;5977;AGUAMORA - Rosario;14447;Rioja;1640;ROSARIO;-32,94621;-60,64598;INTERIOR;INTERIOR
Moda;Niños;AHI VIENE JUANITA;116450;AHÍ VIENE JUANITA;126495;PERITO F P MORENO;47;PLOTTIER;-38,953;-68,2475;INTERIOR;INTERIOR
Entretenimiento;Deportes;Al Otro lado del Rio;13545;Al otro lado del rio - rosario;23840;3416200536;0;ROSARIO;-32,9523;-60,69816;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Al Shark;4670;Palermo;11412;Scalabrini Ortiz;1426;PALERMO;-34,59201;-58,42664;CABA NORTE;CABA
Viajes y Turismo;Hoteles;Albar Club de Mar;37144;Albar Club de Mar - PINAMAR;47156;Av Bunge;1861;PINAMAR;-37,1109;-56,87892;INTERIOR;INTERIOR
Moda;Indumentaria;Albatros;37331;Albatros - Entre Rios;47402;25 de Mayo;1006;GUALEGUAYCHU;-33,00959;-58,52098;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Aldea Andina Resort;10182;Aldea Andina Resort - Bariloche;20433;Av. de los Pioneros;2000;SAN CARLOS DE BARILOCHE;-41,13669;-71,33403;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Aldo‚s Restorán & Vinoteca;6532;San Telmo;16192;Moreno;372;SAN TELMO;-34,61132;-58,37158;CABA SUR;CABA
Electro & Tecnología;Electro & Tecnología;ALFA COMUNICACIONES;116241;ALFA COMUNICACIONES;126255;BATALLA DE SAN LORENZO;1899;SANTA FE;-31,65208;-60,71895;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Algodon Wine Estates & Champions Club;5262;San Rafael;12656;Ruta Nac. 144;Km. 674;SAN RAFAEL;-34,66578;-68,35429;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Alma Argentina Fuegos;13544;Alma Argentina Fuegos-Rosario;23546;av. 1462;1073;ROSARIO;-32,84241;-60,69817;INTERIOR;INTERIOR
Tienda Online;Moda;Alma Shopping;4474;E-Commerce;11114;www.almashopping.com;;PILAR;-34,45591;-58,90833;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Tienda Online;Moda;Alma Shopping;4474;Palermo;15091;Coronel Niceto Vega;4662;PALERMO;-34,59326;-58,42987;CABA NORTE;CABA
Moda;Indumentaria;ALMACEN DE COSAS LINDAS;116421;ALMACEN DE COSAS LINDAS;126423;GRAL MANUEL BELGRANO;65;NEUQUEN;-38,95057;-68,0602;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Almacen de Milanesas Gigantes;6449;Mar del Plata;15833;San Martin;2345;MAR DEL PLATA;-37,96141;-57,62216;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Almodobar Necochea;6034;Necochea;14570;Avenida 59;2886;NECOCHEA;-38,55214;-58,74229;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Alpamanta Estate Wines;5373;Mendoza;12950;Cobos;S/N;UGARTECHE;-33,22197;-68,89441;INTERIOR;INTERIOR
Compras;Regalos;Alparamis;971;Mar del Plata;3177;Avellaneda;1340;MAR DEL PLATA;-38,01704;-57,54328;INTERIOR;INTERIOR
Compras;Regalos;Alparamis;971;Galerías Pacífico;15018;GALERÍAS PACÍFICO: San Martin;768;SAN NICOLAS;-34,59901;-58,37419;CABA SUR;CABA
Compras;Regalos;Alparamis;971;Olivos;3175;Av. del Libertador;2229;OLIVOS;-34,51091;-58,47826;VICENTE LOPEZ;GBA Norte
Moda;Indumentaria;Alpine Skate;5207;Carilo;12552;Boyero;1498;CARILO;-37,17106;-56,90263;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;Mar del Plata III;12548;San Martín;2578;MAR DEL PLATA;-37,99796;-57,5499;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;Bariloche;12554;Mitre;442;SAN CARLOS DE BARILOCHE;-41,13416;-71,30361;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;Mar del Plata;12546;Juan B. Justo;1006;MAR DEL PLATA;-38,03349;-57,55195;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;Mar del Plata II;12547;Juan B. Justo;1666;MAR DEL PLATA;-37,97081;-57,63503;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;Mar del Plata IV;12549;Guemes;2922;MAR DEL PLATA;-38,01581;-57,54173;INTERIOR;INTERIOR
Moda;Indumentaria;Alpine Skate;5207;*Recoleta;12551;Av. Santa Fe;1875;RECOLETA;-34,5958;-58,39434;CABA SUR;CABA
Moda;Indumentaria;Alpine Skate;5207;Los Gallegos Shopping;12550;Rivadavia;3050;MAR DEL PLATA;-37,99798;-57,55203;INTERIOR;INTERIOR
Compras;Otros;ALTAKA MUEBLES;113639;ALTAKA MUEBLES 1;123855;AV PROF ARISTOBULO DEL VALLE;9115;SANTA FE;-31,6473;-60,7091;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Altamar;116201;Altamar;126263;NECOCHEA;710;RAMOS MEJIA;-34,64758;-58,56575;MATANZA;GBA Oeste
Moda;Indumentaria;Alternativo;5611;Gualeguaychú;13590;25 de mayo;esq. Italia;GUALEGUAYCHU;-33,0123;-58,51542;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;Olavarría;10893;Av. Pringles;2776;OLAVARRIA;-36,89795;-60,31781;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;Punta Alta;10891;Rivadavia;651;PUNTA ALTA;-38,87606;-62,07409;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;Bahía Blanca Centro;10889;Brown;353;BAHIA BLANCA;-38,7229;-62,26448;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;Coronel Dorrego;10890;Av. Fuertes y Sarmiento;;CORONEL DORREGO;-38,71944;-61,28546;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;Bahía Blanca;10888;Brown;1199;BAHIA BLANCA;-38,73016;-62,2549;INTERIOR;INTERIOR
Automotor;Neumáticos;Alvarez Neumáticos;4333;TRES ARROYOS;10892;Av. San Martín;678;TRES ARROYOS;-38,37197;-60,28256;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL FREYRE;126536;GOBERNADOR FREYRE;946;SANTA FE;-31,66216;-60,72554;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL SANTO TOME;126530;GDOR IRIONDO;2137;SANTO TOME;-31,66757;-60,75871;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL 4 DE ENERO;126532;4 DE ENERO;2230;SANTA FE;-31,6487;-60,7126;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL SAN MARTIN;126533;GRAL SAN MARTIN;2571;SANTA FE;-31,64608;-60,70625;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL RECREO;126534;AVENIDA BARTOLOME MITRE;1135;SANTA FE;-31,4919;-60,73654;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSALE GENERAL PAZ;126529;GRAL JOSE MARIA PAZ;6800;SANTA FE;-31,61009;-60,6783;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL ALVEAR;126527;GRAL ALVEAR;3919;SANTA FE;-31,63277;-60,69511;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL CORONDA;126535;JUAN DE GARAY;1945;SAUCE VIEJO;-31,97679;-60,92193;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL SAN JERONIMO;126531;PADRE Y DOCTOR SAN JERONIMO;3073;SANTA FE;-31,64013;-60,70599;INTERIOR;INTERIOR
Supermercado;Supermercado;ALVEAR SUPERMERCADOS;116526;SUCURSAL GENERAL LOPEZ;126528;BDIER JUAN P LOPEZ;3271;SANTA FE;-31,65553;-60,71825;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Amarelo Resto Bar Grill;5916;Belgrano;14332;Blanco Escalada (esquina Av. del Libertador);1481;BELGRANO;-34,55376;-58,45211;CABA NORTE;CABA
Gastronomía;Restaurantes;AMARRA RESTAURANTE;3444;Rosario;8819;Belgrano esquina Buenos Aires;;ROSARIO;-32,94545;-60,63231;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9860;Calle 12;1214;LA PLATA;-34,89495;-57,98788;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9865;Calle 137;1574;LA PLATA;-34,9532;-57,96784;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9862;Calle 7;650;LA PLATA;-34,90621;-57,91858;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9857;Calle 49;635;LA PLATA;-34,915;-57,9512;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La plata;13591;calle 12;1252;LA PLATA;-34,92397;-57,94881;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9863;Diagonal 80;809;LA PLATA;-34,90878;-57,94897;INTERIOR;INTERIOR
Moda;Indumentaria Deportiva;American Sports;3968;La Plata;9861;Calle 12;1274;LA PLATA;-34,8747;-57,91146;INTERIOR;INTERIOR
Gastronomía;Restaurantes;American Sushi;283;Belgrano;14123;Av. Cramer;1784;BELGRANO;-34,56782;-58,45864;CABA NORTE;CABA
Gastronomía;Restaurantes;American Sushi;283;La Lucila;1196;Av. Del Libertador;3809;LA LUCILA;-34,49469;-58,48449;VICENTE LOPEZ;GBA Norte
Gastronomía;Restaurantes;American Sushi;283;Pinamar;11403;Fragata Sarmiento;esq. Argos;PINAMAR;-37,10101;-56,84591;INTERIOR;INTERIOR
Gastronomía;Restaurantes;American Sushi;283;Delivery;8918;Hipólito Irigoyen;4118;ALMAGRO;-34,61853;-58,37983;CABA OESTE;CABA
Moda;Indumentaria;American Truck;5620;Quilmes;13604;Peatonal Rivadavia;122;QUILMES;-34,72293;-58,25869;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Gastronomía;Restaurantes;Amici Miei Ristorante;614;San Telmo;2621;Defensa;1072;SAN TELMO;-34,62043;-58,37143;CABA SUR;CABA
Cuidado Personal;Centros de Estética;AMIRA SPA;116670;VILCHES ANDREA;126673;SANTA FE;344;NEUQUEN;-38,95131;-68,05635;INTERIOR;INTERIOR
Moda;Indumentaria;ANABORREL;113701;ANABORREL;123896;BV N OROÑO;299;ROSARIO;-32,93774;-60,6518;INTERIOR;INTERIOR
Moda;Niños;Anchus;3146;Banfield;11545;Maipú;446;BANFIELD;-34,74374;-58,38949;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Moda;Niños;Anchus;3146;Villa Urquiza;11546;Olazabal;5051;VILLA URQUIZA;-34,57621;-58,48545;CABA NORTE;CABA
Moda;Niños;Anchus;3146;Lomas de Zamora;8344;España;274;LOMAS DE ZAMORA;-34,74037;-58,39269;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Moda;Niños;Anchus;3146;Adrogué;11547;Esteban Adrogué;1180;ADROGUE;-34,79841;-58,39069;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Moda;Niños;Anchus;3146;Monte Grande;8345;Rotta;95;MONTE GRANDE;-34,82718;-58,46201;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Heladerías;Heladerías;Andrea Franceschini;2283;Alta Córdoba;6507;Mariano Fragueiro;1738;CORDOBA;-31,39525;-64,18581;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Nueva Córdoba;6508;Hipólito Irigoyen;413;CORDOBA;-32,69553;-62,09696;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;San Francisco;6519;Av. 9 de Julio;2100;SAN FRANCISCO;-31,425;-62,08416;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Río Cuarto;6521;Buenos Aires;247;RIO CUARTO;-33,1238;-64,35101;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Villa Carlos Paz;6515;Av. San Martín;553;VILLA CARLOS PAZ;-31,41579;-64,48891;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Alta Gracia;6514;Av. Belgrano;419;ALTA GRACIA;-31,65455;-64,4306;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;General Cabrera;6520;20 de Septiembre;881;GENERAL CABRERA;-32,81351;-63,87023;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;General Paz;6510;Lima;1007;CORDOBA;-31,41361;-64,1699;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Villa Belgrano;6505;Recta Martinoli;7271;VILLA GENERAL BELGRANO;-31,98333;-64,56668;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Jesús María;6517;Colón;226;JESUS MARIA;-30,98494;-64,08376;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Ruta 20;6512;Av. Fuerza Aérea;2721;CORDOBA;-31,43112;-64,22462;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Villa Allende;6503;Río de Janeiro;1021;VILLA ALLENDE;-31,29374;-64,29076;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Córdoba Shopping;6506;José A. de Goyechea;281;CORDOBA;-31,37965;-64,21509;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Cerro de las Rosas;6501;Emilio Petorutti;2356;CORDOBA;-31,37226;-64,22375;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Barrio Jardín;6511;Av. Richieri;2637;CORDOBA;-31,44201;-64,1769;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Urca;6504;Menéndez Pidal;4048;CORDOBA;-31,38158;-64,24079;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Villa Cabrera;6502;Emilio Carafa;2919;CORDOBA;-31,38611;-64,21826;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Río Segundo;6518;Leandro N. Alem;890;RIO SEGUNDO;-31,6518;-63,9124;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;La Falda;6516;Avenida Eden;2;LA FALDA;-31,08754;-64,48373;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Patio Olmos;10424;San Juan;;CORDOBA;-31,3046;-64,27766;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Nuevocentro Shopping;6509;Duarte Quiros;1400;CORDOBA;-31,4132;-64,20438;INTERIOR;INTERIOR
Heladerías;Heladerías;Andrea Franceschini;2283;Ruta 9;6513;Av. Amadeo Sabattini;2630;CORDOBA;-31,43324;-64,1517;INTERIOR;INTERIOR
Gastronomía;Restaurantes;Angus Villa Urquiza;115180;ANGUS VILLA URQUIZA;125185;AVALOS;2184;VILLA URQUIZA;-34,57659;-58,48671;CABA NORTE;CABA
Gastronomía;Bares y Cafés;Anima casa de te / Resto-Bar;6455;Lanus Oeste;15843;Lavallol;11;LANUS;-34,70351;-58,39213;LANUS / AVELLANEDA;GBA Sur
Moda;Indumentaria;ANSIOSA;116206;Ansiosa Neuquén;126210;A ALCORTA;99;NEUQUEN;-38,95804;-68,06059;INTERIOR;INTERIOR
Heladerías;Heladerías;Antártida;2999;Moron;8104;Av. Rivadavia;17306;MORON;-34,64793;-58,608;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Heladerías;Heladerías;Antártida;2999;Haedo;8103;Remedios de Escalada de San Martin;89;HAEDO;-34,6451;-58,59355;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Heladerías;Heladerías;Antártida;2999;Morón;8105;Crisologo Larralde;907;MORON;-34,64737;-58,62118;MORON / ITUZAINGO / HURLINGHAM / MERLO;GBA Oeste
Moda;Calzados;Anunziatta;113690;Anunziatta - Lomas de Zamora;123744;José Eusebio Colombres;110;LOMAS DE ZAMORA;-34,76431;-58,40244;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Moda;Calzados;Anunziatta;113690;Anunziatta;126282;ESTEBAN ARCE;780;BELGRANO;-34,56847;-58,43534;CABA NORTE;CABA
