RUBRO;SUB_RUBRO;MARCA;MARCA_APERNET_ID;SUCURSAL;SUCURSAL_APERNET_ID;CALLE;NRO;LOCALIDAD;LATITUD;LONGITUD;LOCALIDAD_ZONAL;LOCALIDAD_ZONA
Gastronomía;Bares y Cafés;The Coffee Store;43;Patio Olmos;2518;Boulevard San Juan Esq. Velez Sarsfield;;CORDOBA;-31,42101;-64,18896;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;The Coffee Store;43;Devoto Shoping I (Patio);104;Quevedo y José P Varela;;VILLA DEVOTO;-34,63265;-58,4642;CABA OESTE;CABA
Gastronomía;Bares y Cafés;The Coffee Store;43;Devoto Shoping II (Cine);105;Quevedo y José P Varela;;VILLA DEVOTO;-34,63265;-58,4642;CABA OESTE;CABA
Gastronomía;Restaurantes;SushiClub;37160;SushiClub - Mar de las Pampas;47206;Hotel Careyes (Sobral e/ Alfonsina Storni y Virazón);;MAR DE LAS PAMPAS;-37,33129;-57,02489;INTERIOR;INTERIOR
Gastronomía;Bares y Cafés;The Coffee Store;43;Torres Pilar;156;Panamericana Km.50, Pilar Torres del Sol;;PILAR;-34,45591;-58,90833;PILAR / ESCOBAR / ZARATE / CAMPANA;GBA Norte
Moda;Indumentaria Deportiva;Topper 2º selección;3148;Topper Outlet Varela;9425;Ruta 2 km 34;;FLORENCIO VARELA;-34,9063;-58,17185;QUILMES / FCIO VARELA / BERAZATEGUI;GBA Sur
Viajes y Turismo;Asistencia al Viajero;Universal Assistance;4243;Aeropuerto terminal Ezeiza A;10732;Aeropuerto de Ezeiza;;EZEIZA;-34,82249;-58,53492;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Compras;Regalos;Universo Garden Angels;167;Factory San Martín;46593;San Lorenzo e Industria;;GENERAL SAN MARTIN;-34,57562;-58,5401;SAN MARTIN / 3 DE FEBRERO;GBA Oeste
Viajes y Turismo;Hoteles;Uy proa Sur Hotel;41058;La Paloma;51080;Av. Nicolás Solaria Esq. Del Faro;;LA PALOMA;-34,6664;-54,15693;URUGUAY;MERCOSUR
Viajes y Turismo;Hoteles;Village de las Pampas Apart Hotel Boutique;5458;Mar de las Pampas;13253;Corvina e/ J.V. Gonzalez y M. Sosa;;MAR DE LAS PAMPAS;-37,3232;-57,0191;INTERIOR;INTERIOR
Moda;Niños;Voss;534;La Plata;2838;Calle 49 entre 7 y 8;;LA PLATA;-34,67803;-58,38361;INTERIOR;INTERIOR
Viajes y Turismo;Hoteles;Vacances;5615;San Martín de los Andes;13654;Calle del Oasis 450;;SAN MARTIN DE LOS ANDES;-40,15509;-71,35419;INTERIOR;INTERIOR
Compras;Regalos;Universo Garden Angels;167;Aeropuerto Ezeiza;14623;Aeropuerto Ezeiza;;EZEIZA;-34,81501;-58,53483;LOMAS / ALMTE. BROW / ESTEBAN ECHEVERRIA / EZEIZA;GBA Sur
Entretenimiento;Parques y Juegos;Woodland Camp;5417;Mar del Plata;13059;Calle 469 y Calle 42;;MAR DEL PLATA;-38,1101;-57,59133;INTERIOR;INTERIOR
Automotor;Neumáticos;Yokohama;290;Rio Cuarto;15928;RUTA NACIONAL A 005 Y RUTA PROVINCIAL N°1;;RIO CUARTO;-33,11076;-64,34209;INTERIOR;INTERIOR
Automotor;Neumáticos;Yokohama;290;Trevelin;13827;Ruta 259 y Rhis Thomas;;TREVELIN;-43,07922;-71,46431;INTERIOR;INTERIOR
Entretenimiento;Parques y Juegos;ZONA ENTRETENIMIENTOS COTO PATIO DE JUEGOS;1749;SUCURSAL 94;4920;B. Sur Mer;;TAPIALES;-34,70974;-58,50057;MATANZA;GBA Oeste
Entretenimiento;Parques y Juegos;ZOO de Buenos Aires;359;Plaza Italia;1773;Av. Las Heras y Sarmiento;;PALERMO;-34,58054;-58,42031;CABA NORTE;CABA
